CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
540,Germany,Male,64,1,91869.69,1,0,1,95421.0
687,Spain,Female,29,7,93617.07,1,0,1,113050.92
655,Germany,Female,46,7,137145.12,1,1,0,115146.4
669,Germany,Female,50,4,112650.89,1,0,0,166386.22
624,Germany,Male,27,9,94667.29,2,0,1,4470.52
506,France,Female,32,3,0.0,1,1,1,80823.02
724,Spain,Female,41,4,142880.28,3,0,0,185541.2
651,Germany,Female,41,4,133432.59,1,0,1,151303.48
687,Germany,Female,34,7,111388.18,2,1,0,148564.76
624,Germany,Female,52,0,133723.43,1,0,0,4859.59
792,Spain,Male,36,5,92140.15,1,0,1,67468.67
742,Germany,Female,21,1,114292.48,1,1,0,31520.4
700,France,Female,82,2,0.0,2,0,1,182055.36
850,Spain,Female,31,4,91292.7,1,1,1,162149.07
452,Spain,Male,44,3,88915.85,1,1,0,69697.74
664,France,Male,46,2,0.0,1,1,1,177423.02
777,France,Female,28,2,134571.5,1,0,1,118313.38
488,France,Male,34,3,0.0,2,1,1,125979.36
603,Spain,Female,39,5,162390.52,2,1,0,54702.66
610,Spain,Female,37,10,140363.95,2,1,1,129563.86
794,France,Female,41,7,0.0,2,1,1,74275.08
665,Germany,Male,32,1,132178.67,1,0,0,11865.76
541,France,Male,36,5,0.0,2,1,0,124795.84
737,France,Male,41,1,101960.74,1,1,1,123547.28
624,Spain,Female,36,10,0.0,2,0,1,186180.42
590,Spain,Male,37,6,169902.92,1,1,1,128256.18
637,France,Male,60,3,0.0,2,1,1,70174.03
640,Spain,Male,62,3,0.0,1,1,1,101663.47
795,France,Male,32,2,117265.21,1,1,1,198317.23
692,France,Male,40,6,163505.16,1,0,0,90424.09
523,Germany,Male,41,0,119276.31,1,0,0,122284.38
630,Spain,Female,31,1,0.0,2,1,1,169802.73
618,France,Male,48,7,0.0,1,1,0,13921.82
717,France,Female,28,1,90537.16,1,0,1,74800.99
738,Spain,Female,33,3,122134.4,2,0,1,27867.59
813,Germany,Male,59,2,135078.41,1,1,0,187636.06
745,Spain,Female,38,7,0.0,2,1,1,194230.82
617,Spain,Female,45,1,0.0,1,1,0,143298.06
606,France,Male,36,1,155655.46,1,1,1,192387.51
735,France,Male,55,6,134140.68,1,1,0,2267.88
597,France,Female,33,6,135703.59,2,0,0,74850.84
718,France,Male,35,3,97560.16,1,1,1,53511.74
644,France,Male,44,5,73348.56,1,1,0,157166.79
619,Germany,Female,28,6,99152.73,2,1,0,48475.12
696,France,Female,30,8,0.0,2,1,1,196134.44
758,France,Female,42,7,0.0,2,0,1,76209.56
674,France,Male,28,5,0.0,1,1,1,151925.25
486,Germany,Male,62,9,118356.89,2,1,0,168034.83
608,France,Male,42,5,0.0,2,1,0,178504.29
749,Spain,Female,28,3,0.0,1,1,0,3408.7
607,Germany,Male,61,2,164523.5,2,1,1,35786.76
752,France,Female,53,8,114233.18,1,1,1,51587.04
658,France,Female,39,4,0.0,1,1,1,147530.06
405,Germany,Male,31,5,133299.67,2,1,1,72950.14
646,France,Female,30,5,0.0,2,1,0,13935.32
579,France,Female,27,9,0.0,2,1,0,126838.7
823,France,Male,34,3,105057.33,1,1,0,9217.92
620,France,Female,29,3,0.0,2,0,1,153392.28
656,France,Female,48,9,0.0,2,1,1,85240.61
659,France,Female,50,3,0.0,1,1,0,183399.12
631,France,Female,31,8,137687.72,1,1,0,190067.12
757,Spain,Female,44,9,0.0,2,1,0,177528.92
515,France,Female,25,7,79543.59,1,0,1,38772.82
758,Spain,Male,40,3,0.0,2,0,0,96097.65
580,France,Male,37,9,0.0,2,0,1,77108.66
656,France,Male,44,10,143571.52,1,0,0,127444.14
657,Spain,Male,36,8,188241.05,2,0,0,183058.51
674,France,Female,21,9,120150.39,2,1,1,33964.03
779,Spain,Male,33,3,0.0,2,1,0,30804.68
609,France,Female,35,2,147900.43,1,1,0,140000.29
658,France,Female,24,2,0.0,2,1,1,84694.49
730,Spain,Female,43,1,103960.38,1,1,1,193650.16
648,France,Female,44,2,0.0,2,1,1,58652.23
597,Germany,Female,43,7,119127.46,2,1,0,55809.92
721,Spain,Male,38,7,0.0,1,0,1,53534.8
835,Germany,Female,29,10,130420.2,2,0,0,106276.55
626,Germany,Male,27,4,115084.53,2,0,1,26907.43
586,Germany,Male,38,2,136858.42,1,0,1,189143.94
519,Germany,Male,38,1,114141.64,1,1,1,60988.21
705,Germany,Female,46,4,115518.07,1,0,0,76544.9
640,Spain,Female,32,6,118879.35,2,1,1,19131.71
800,Spain,Female,46,6,0.0,2,1,0,171928.04
490,France,Female,35,7,107749.03,1,1,1,3937.37
735,France,Male,50,2,0.0,2,0,1,147075.69
694,France,Male,60,9,0.0,1,1,1,57088.97
715,France,Male,40,7,0.0,1,1,1,141359.11
664,France,Male,48,10,0.0,1,1,0,140173.17
737,Germany,Male,35,0,133377.8,1,0,1,64050.19
691,France,Male,37,9,149405.18,1,1,1,146411.6
588,France,Female,27,8,0.0,1,1,0,20066.38
617,Germany,Male,44,9,49157.09,2,1,0,53294.17
545,France,Male,26,7,0.0,2,0,1,156598.23
623,Spain,Male,41,2,142412.13,1,1,0,28778.98
614,Germany,Female,31,7,120599.38,2,1,1,46163.44
809,Spain,Male,80,8,0.0,2,0,1,34164.05
730,Spain,Male,62,2,0.0,2,1,1,186489.95
575,Spain,Male,52,8,123925.23,1,0,0,111342.66
720,Germany,Female,37,8,156282.79,1,1,0,45985.52
790,France,Female,41,2,126619.27,1,1,0,198224.38
662,Spain,Male,20,9,104508.77,2,0,0,73107.53
694,France,Male,42,3,156864.2,2,0,0,88890.75
811,France,Male,40,1,101514.89,1,1,1,121765.0
639,Spain,Female,35,5,136526.26,2,1,0,59653.03
705,Spain,Female,39,8,144102.32,1,1,1,11682.36
668,France,Male,42,3,150461.07,1,1,0,108139.23
556,France,Male,40,5,125909.85,1,1,1,95124.4
572,France,Male,24,1,0.0,2,1,1,151460.84
668,France,Female,53,10,110240.04,1,0,0,183980.56
646,France,Male,36,6,124445.52,1,1,0,88481.32
438,Spain,Female,54,2,0.0,1,0,0,191763.07
652,Germany,Male,45,2,151421.44,1,0,1,115333.43
835,Germany,Male,18,2,142872.36,1,1,1,117632.63
762,Spain,Female,26,7,123709.46,2,1,1,169654.57
599,France,Male,50,3,121159.65,1,0,0,4033.39
541,Germany,Male,40,7,95710.11,2,1,0,49063.42
803,Spain,Female,37,1,0.0,2,0,0,7455.2
763,France,Female,53,4,0.0,1,1,0,77203.72
662,France,Female,37,6,0.0,2,1,0,51229.17
602,Spain,Male,34,8,98382.72,1,1,0,39542.0
789,Germany,Male,33,8,151607.56,1,1,0,4389.4
738,Germany,Female,40,1,115409.18,2,0,0,180456.8
754,France,Female,35,4,0.0,2,1,0,44830.71
596,France,Male,37,2,0.0,1,0,1,121175.86
549,France,Female,52,1,0.0,1,0,1,8636.05
581,France,Female,27,5,102258.11,2,1,0,194681.6
637,Spain,Female,34,9,0.0,2,0,0,26057.08
634,France,Female,36,1,69518.95,1,1,0,116238.39
525,Spain,Female,57,2,145965.33,1,1,1,64448.36
636,France,Male,34,8,0.0,2,1,0,38570.13
754,Germany,Female,39,3,160761.41,1,1,1,24156.03
436,Spain,Male,43,5,0.0,2,1,1,35687.43
548,Spain,Male,37,4,0.0,1,1,0,121763.68
576,Germany,Female,36,8,166287.85,1,1,1,23305.85
661,France,Male,33,9,0.0,2,1,1,84174.81
432,Germany,Female,45,3,110219.14,1,1,0,43046.7
652,Germany,Female,47,0,126597.89,2,1,1,38798.79
698,France,Male,37,5,98400.61,2,0,0,25017.28
554,France,Female,43,10,0.0,2,1,0,149629.13
714,France,Female,25,4,0.0,2,0,0,82500.84
504,Germany,Male,56,9,104217.3,1,0,0,55857.48
778,France,Male,38,3,145018.49,2,1,1,126702.41
598,France,Male,35,8,114212.6,1,1,1,74322.85
513,Spain,Female,31,5,174853.46,1,1,0,84238.63
542,Spain,Male,35,2,174894.53,1,1,1,22314.55
714,France,Female,52,2,0.0,1,0,1,144045.08
797,Spain,Male,59,4,129321.44,1,1,1,93624.55
600,Spain,Female,50,6,94684.27,1,1,1,50488.91
743,France,Female,30,1,127023.39,1,1,1,138780.89
602,France,Male,38,7,111835.94,2,1,0,124389.61
553,Germany,Male,43,6,85200.82,2,1,1,160574.09
567,France,Female,35,5,166118.45,2,1,0,127827.18
810,France,Male,32,9,120879.73,2,0,1,78896.59
481,France,Female,28,10,0.0,2,1,0,145215.96
607,Germany,Female,39,8,105103.33,1,1,0,104721.5
559,France,Female,70,9,0.0,1,1,1,122996.76
539,Spain,Male,28,5,0.0,2,1,0,48382.4
606,Spain,Male,42,10,0.0,2,1,0,177938.52
678,France,Female,41,9,0.0,1,0,0,13160.03
633,France,Female,37,9,156091.97,1,1,0,72008.61
426,France,Male,34,9,0.0,2,1,0,107876.91
635,Spain,Female,35,7,0.0,2,1,1,65951.65
583,France,Female,57,3,238387.56,1,0,1,147964.99
603,France,Male,45,9,0.0,1,0,0,148516.79
421,Germany,Male,28,8,122384.22,3,1,1,89017.38
735,Germany,Male,46,2,106344.95,1,1,0,114371.33
702,France,Female,46,9,98444.19,1,0,1,109563.28
612,Spain,Female,36,5,119799.27,2,1,0,159416.58
621,Germany,Female,30,2,101014.08,2,1,1,165257.31
788,France,Male,55,3,0.0,1,0,1,13288.46
569,Germany,Male,30,6,106629.49,1,0,1,44114.88
755,Germany,Female,37,0,113865.23,2,1,1,117396.25
701,France,Male,37,8,107798.85,1,1,0,16966.73
791,Germany,Male,31,1,130240.33,1,0,0,96546.55
592,France,Female,66,5,149950.19,1,1,1,76267.59
487,Spain,Female,40,6,136093.74,1,0,1,193408.43
670,Germany,Female,40,2,147171.2,1,0,1,69850.04
559,France,Female,43,1,0.0,2,1,1,196645.87
554,France,Female,38,3,138731.95,1,1,1,194138.36
554,Germany,Female,31,6,135470.9,1,1,0,107074.81
603,Germany,Female,40,8,148897.02,1,0,0,105052.9
630,France,Male,31,0,0.0,2,1,1,34475.14
499,France,Female,38,9,0.0,2,0,1,183042.2
707,Spain,Male,43,10,0.0,2,1,0,118368.2
515,France,Male,40,0,109542.29,1,1,1,166370.81
606,Germany,Male,38,3,99897.53,1,0,0,37054.65
492,Germany,Female,38,8,57068.43,2,1,0,188974.81
644,Spain,Male,32,3,136659.74,1,1,1,14187.78
622,France,Female,30,2,158584.82,3,1,0,142342.55
689,France,Female,29,1,77556.79,2,1,1,122998.26
466,France,Female,36,5,119540.15,1,0,1,80603.99
748,France,Female,39,9,132865.56,1,1,1,59636.43
586,Spain,Male,41,3,63873.56,1,1,0,83753.64
495,France,Female,40,1,140197.71,2,1,0,150720.39
595,Germany,Female,64,2,105736.32,1,1,1,89935.73
649,Germany,Male,24,7,101195.23,1,0,0,133091.32
763,Germany,Male,32,9,160680.41,1,1,0,30886.35
850,Spain,Male,44,7,89118.26,1,1,0,104240.77
623,France,Female,29,1,0.0,2,0,0,39382.06
609,Germany,Female,40,10,137389.77,2,1,0,170122.22
726,France,Female,24,6,0.0,2,1,1,54724.03
717,Spain,Female,49,1,110864.38,2,1,1,124532.9
614,France,Male,49,1,0.0,2,1,0,192440.54
568,Spain,Female,46,3,0.0,2,1,1,29372.62
501,France,Male,44,4,142051.07,2,0,1,74940.5
733,Germany,Male,48,7,85915.52,1,1,1,23860.5
637,Germany,Female,27,7,135842.89,1,1,1,101418.05
790,Germany,Male,24,7,107418.27,1,0,1,160450.21
479,Spain,Male,37,6,118433.94,1,0,1,160060.9
762,Spain,Female,19,6,0.0,2,1,0,55500.17
675,France,Female,61,5,62055.17,3,1,0,166305.16
592,France,Female,38,4,0.0,2,1,0,35338.96
590,France,Male,31,8,112211.61,1,1,0,26261.42
489,Spain,Male,40,3,221532.8,1,1,0,171867.08
623,Germany,Female,48,1,108076.33,1,1,0,118855.26
647,France,Male,28,8,0.0,2,1,1,91055.27
569,France,Male,37,9,178755.84,1,1,0,199929.17
838,Spain,Female,41,5,0.0,2,1,0,81313.51
581,Spain,Male,49,10,0.0,2,0,0,41623.59
666,France,Female,38,6,127043.09,1,1,1,8247.0
640,France,Male,43,7,132412.38,1,0,0,69584.3
748,Spain,Male,58,9,122330.7,2,0,1,124429.19
752,France,Male,39,3,0.0,1,1,0,188187.05
632,France,Female,49,5,167962.7,1,0,0,140201.21
655,France,Male,37,5,93147.0,2,1,0,66214.13
835,Germany,Female,47,5,108289.28,2,1,1,45859.55
713,France,Female,39,10,0.0,2,1,1,126263.97
704,Spain,Male,33,3,0.0,2,1,0,73018.74
728,Germany,Female,35,8,125884.95,2,1,0,54359.02
697,Spain,Male,43,10,128226.37,1,0,0,188486.94
566,France,Male,34,3,0.0,1,0,0,188135.69
822,France,Male,50,7,0.0,2,1,1,10062.8
644,Germany,Female,34,10,122196.99,2,1,1,182099.71
633,Spain,Female,33,4,92855.02,1,1,1,159813.18
679,Spain,Female,28,9,0.0,2,0,1,61761.77
555,France,Female,26,7,0.0,2,1,0,93122.41
712,France,Male,34,1,0.0,2,1,1,195052.12
754,Spain,Female,19,9,0.0,1,1,0,189641.11
629,France,Female,31,6,0.0,1,1,1,16447.6
770,Spain,Male,46,9,190678.02,1,1,1,14725.36
510,France,Female,30,0,0.0,2,1,1,130553.47
607,France,Male,35,2,0.0,2,1,1,114190.3
850,France,Male,34,2,72079.71,1,1,1,115767.93
487,France,Male,45,2,0.0,2,1,0,77475.73
782,France,Male,36,5,81210.72,2,0,1,108003.38
633,Spain,Female,39,2,0.0,2,0,0,191207.03
701,Spain,Female,21,9,0.0,2,1,1,26327.42
733,Spain,Female,32,5,0.0,2,1,0,131625.14
658,Spain,Male,50,2,0.0,2,1,0,52137.73
670,Spain,Female,65,1,0.0,1,1,1,177655.68
616,France,Male,31,3,94263.91,2,1,0,168895.06
621,France,Male,40,10,163823.37,1,0,0,89519.47
623,France,Female,35,5,0.0,2,1,0,101192.08
850,Spain,Female,24,1,0.0,2,0,1,69052.87
717,Germany,Female,28,9,82498.14,2,0,0,40437.67
597,France,Male,41,4,153198.23,1,1,1,92090.36
535,France,Female,45,2,0.0,2,0,1,170621.55
742,France,Male,33,6,0.0,2,0,0,38550.4
685,France,Male,23,8,0.0,2,1,1,112239.03
676,France,Female,32,5,0.0,2,1,1,75465.41
623,France,Male,43,1,0.0,2,1,1,146379.3
567,Germany,Male,29,5,129750.68,1,1,0,109257.59
652,France,Female,32,2,0.0,2,1,0,54628.11
568,Germany,Male,43,5,87612.64,4,1,1,107155.4
596,Spain,Male,30,6,121345.88,4,1,0,41921.75
662,France,Male,32,9,0.0,2,0,0,65089.38
850,France,Male,35,2,0.0,2,1,1,56991.66
614,France,Female,38,4,72594.0,1,1,1,76042.48
622,Spain,Female,23,8,0.0,2,1,1,131389.39
633,Spain,Male,63,4,114552.6,1,1,0,73856.28
529,France,Male,39,6,102025.08,2,1,0,12351.01
597,France,Female,53,4,88381.21,1,1,0,69384.71
655,France,Male,37,4,0.0,2,1,1,142415.97
535,France,Female,44,2,114427.86,1,1,1,136330.26
473,France,Female,25,6,110666.42,2,0,0,46758.42
823,France,Male,37,5,164858.18,1,1,1,173516.71
640,France,Female,29,3,0.0,2,1,0,2743.69
850,France,Male,31,6,67996.23,2,0,0,50129.87
583,France,Female,31,4,158978.79,1,1,0,12538.92
557,Spain,Male,48,10,0.0,2,1,1,185094.48
636,France,Female,45,7,139859.23,1,1,1,108402.54
520,France,Male,33,4,156297.58,2,1,1,166102.61
597,Germany,Female,39,8,162532.14,3,1,0,36051.46
655,France,Female,38,6,0.0,1,1,1,188639.28
650,Spain,Female,23,5,0.0,1,1,1,180622.43
615,Spain,Male,41,4,0.0,1,0,1,149278.96
610,France,Female,35,7,81905.95,1,1,1,61623.19
645,France,Female,36,8,0.0,2,1,1,12096.61
678,Spain,Male,30,0,0.0,1,1,0,35113.08
717,Spain,Male,36,2,102989.83,2,0,1,49185.57
753,France,Female,39,7,155062.8,1,1,1,16460.77
651,France,Male,34,3,0.0,2,1,1,105599.65
561,Germany,Male,49,5,94754.0,1,1,1,26691.31
636,France,Male,31,6,0.0,2,1,1,2382.61
785,Germany,Female,33,5,136624.6,2,1,1,169117.74
742,France,Male,39,8,140004.96,1,1,1,92985.78
538,France,Female,33,5,0.0,2,1,0,126962.41
708,Spain,Male,19,7,112615.86,1,1,1,4491.77
735,Germany,Male,28,5,160454.15,2,0,1,114957.22
601,France,Female,41,1,0.0,2,0,1,160607.06
649,France,Female,52,8,49113.75,1,1,0,41858.43
588,France,Female,34,3,120777.88,1,1,1,131729.52
576,Spain,Male,52,2,100549.43,2,1,1,16644.16
681,France,Female,43,8,154100.3,1,0,0,114659.81
751,Germany,Female,36,6,169831.46,2,1,1,27758.36
837,Germany,Male,37,6,94001.61,2,1,0,140723.05
753,France,Male,48,4,0.0,2,0,1,146821.42
560,France,Female,31,3,115141.18,1,1,0,39806.75
681,France,Female,63,7,0.0,2,1,1,55054.48
773,Spain,Male,43,7,138150.57,1,1,1,177357.16
689,France,Male,34,1,165312.27,1,1,0,155495.63
630,France,Male,67,5,0.0,2,1,1,27330.27
850,Germany,Male,43,5,129305.09,2,0,1,19244.58
584,France,Female,44,5,95671.75,2,1,1,106564.88
512,France,Female,37,1,0.0,2,0,1,156105.03
699,Germany,Male,32,1,123906.22,3,1,1,127443.82
692,France,Male,29,4,0.0,1,1,0,76755.99
645,France,Male,42,4,98298.18,1,1,1,676.06
465,France,Female,51,8,122522.32,1,0,0,181297.65
769,Germany,Male,60,9,148846.39,1,1,0,192831.67
473,Spain,Male,48,8,0.0,2,1,0,71139.8
725,France,Female,29,6,0.0,2,1,1,190776.83
683,France,Female,29,0,157829.12,1,0,0,129891.66
608,Germany,Male,33,1,102772.67,2,1,0,70705.58
654,France,Male,38,8,0.0,2,1,0,88659.44
739,France,Female,37,8,0.0,2,1,0,191557.1
850,Spain,Male,39,6,133214.13,1,0,1,20769.88
590,France,Female,54,4,0.0,2,1,1,93820.49
698,Spain,Female,38,1,171848.38,1,0,0,16957.45
682,France,Male,44,3,115282.3,1,0,0,23766.4
735,France,Male,49,5,121973.28,1,1,0,148804.36
683,Spain,Male,40,8,0.0,1,1,0,75848.22
642,Spain,Female,36,6,0.0,2,1,1,97938.59
733,Germany,Male,39,5,91538.51,1,1,1,93783.0
724,Germany,Male,34,6,118235.7,2,0,0,157137.23
639,Spain,Male,29,4,133434.57,2,1,0,97983.44
735,France,Female,33,4,0.0,2,1,0,149474.69
670,France,Female,31,9,0.0,1,0,1,76254.83
592,France,Female,62,5,0.0,1,1,1,100941.57
522,Germany,Male,32,8,124450.36,2,1,1,165786.1
581,Germany,Male,39,1,121523.51,1,0,0,161655.55
517,France,Female,45,4,0.0,1,0,0,172674.36
623,France,Female,24,5,0.0,2,1,0,116160.04
615,Germany,Female,33,3,137657.25,2,1,1,171657.57
604,Spain,Female,26,3,0.0,2,1,0,155248.62
622,France,Male,41,2,127087.06,1,1,0,102402.91
697,Spain,Female,37,7,168066.87,1,1,0,35450.53
776,Germany,Female,37,1,93124.04,2,1,1,196079.32
698,France,Male,31,1,156111.24,1,0,0,134790.74
731,France,Male,33,4,0.0,2,1,1,74945.11
461,France,Female,35,5,0.0,1,1,1,54209.02
756,France,Male,60,2,0.0,1,1,1,166513.49
682,France,Male,55,9,0.0,1,1,0,153356.8
582,Spain,Female,46,8,67563.31,1,1,0,44506.09
698,France,Male,27,7,0.0,2,1,0,111471.55
614,France,Male,51,4,40685.92,1,1,1,46775.28
464,France,Male,46,6,161798.53,1,1,0,182944.47
592,France,Male,28,5,137222.77,1,0,0,39608.58
814,France,Female,48,7,0.0,2,1,1,132870.15
653,France,Male,29,2,0.0,2,1,1,41671.81
689,France,Male,39,4,0.0,2,1,0,196112.45
784,Germany,Male,28,2,109960.06,2,1,1,170829.87
739,France,Female,27,6,0.0,1,1,1,57572.38
575,France,Male,36,7,0.0,1,1,1,55868.97
494,Spain,Male,27,2,0.0,2,1,0,22404.64
792,France,Female,42,0,99045.93,2,1,0,47160.01
707,France,Male,58,6,89685.92,1,0,1,126471.13
564,France,Male,26,7,84006.88,2,0,0,183490.99
582,Germany,Male,35,8,121309.17,2,1,1,28750.67
628,France,Male,37,0,0.0,2,1,1,171707.93
676,France,Female,34,8,100359.54,1,0,0,46038.28
634,Germany,Male,37,3,111432.77,2,1,1,167032.49
758,Germany,Female,47,9,95523.16,1,1,0,73294.48
743,France,Female,40,6,0.0,1,1,0,28280.8
821,Germany,Male,42,3,87807.29,2,1,1,64613.81
505,Germany,Female,33,3,106506.77,3,1,0,45445.78
548,France,Female,46,1,0.0,1,1,1,104469.06
682,Spain,Female,58,4,0.0,1,1,0,176036.01
697,France,Female,76,7,0.0,2,0,1,188772.45
708,Spain,Male,33,3,0.0,2,1,0,138613.21
608,Spain,Male,37,2,130461.02,1,1,0,21967.15
850,Germany,Female,47,4,99219.47,2,1,1,122141.13
727,Spain,Female,31,0,0.0,1,1,0,121751.04
678,France,Male,28,2,109137.12,1,1,1,58814.41
692,France,Female,30,7,0.0,2,1,1,18826.34
718,Germany,Female,39,7,93148.74,2,1,1,190746.38
630,France,Female,40,0,118633.08,1,0,1,60032.46
538,Spain,Male,40,8,0.0,2,1,1,25554.4
721,Germany,Male,37,4,98459.6,1,0,0,90821.66
673,France,Male,32,8,121240.76,1,1,0,116969.73
787,France,Female,85,10,0.0,2,1,1,116537.96
662,Germany,Male,39,5,139822.11,2,1,1,146219.9
784,Spain,Female,42,2,109052.04,2,1,0,6409.55
599,Spain,Male,35,6,137102.65,1,0,0,76870.81
631,Spain,Female,41,0,0.0,1,0,0,87959.83
581,Germany,Female,34,1,101633.04,1,1,0,110431.51
756,Germany,Female,39,5,149363.12,2,1,1,109098.39
713,France,Female,37,8,0.0,1,1,1,16403.41
608,France,Female,33,4,0.0,1,1,0,79304.38
705,France,Female,37,10,0.0,2,1,1,13935.53
545,Spain,Female,33,7,173331.52,1,1,0,150452.88
831,Germany,Male,32,9,80262.66,1,1,0,194867.78
676,Spain,Female,36,4,0.0,2,1,1,3173.31
575,France,Male,29,4,121823.4,2,1,1,50368.87
697,France,Male,35,5,133087.76,1,1,0,64771.61
724,Germany,Male,36,6,94615.11,2,1,1,10627.21
812,Spain,Female,49,8,66079.45,2,0,0,91556.57
689,Spain,Female,28,5,95328.6,1,1,0,6129.61
708,Germany,Male,42,9,176702.36,2,1,1,104804.74
716,Germany,Male,27,1,122552.34,2,1,0,67611.36
729,France,Female,38,7,0.0,2,0,0,45779.9
625,Germany,Female,55,8,118772.71,4,0,0,135853.62
610,Spain,Male,46,5,91897.8,1,1,0,54394.28
717,France,Male,50,9,90305.76,1,1,1,124626.57
741,France,Female,60,5,0.0,1,1,1,38914.51
829,Germany,Male,36,4,81795.74,2,1,0,90106.94
619,Germany,Male,40,9,103604.31,2,0,0,140947.05
650,France,Female,39,4,0.0,2,0,0,186275.7
537,Germany,Male,48,4,131834.8,1,1,0,166476.95
573,Spain,Male,44,8,0.0,2,0,0,62424.46
840,France,Female,39,1,94968.97,1,1,0,84487.62
681,France,Female,58,8,93173.88,1,1,1,139761.25
554,France,Female,39,10,0.0,2,1,1,18391.93
538,France,Female,62,3,75051.49,1,0,0,17682.02
658,France,Male,20,7,0.0,2,0,0,187638.34
712,France,Male,32,9,100606.02,1,1,0,165693.06
695,France,Male,49,9,159458.53,1,1,0,135841.35
746,France,Male,37,2,0.0,2,1,0,143194.05
637,Spain,Female,40,6,0.0,2,1,1,181610.6
645,France,Female,40,3,129596.77,1,1,1,103232.6
719,Germany,Female,76,10,95052.29,1,1,0,176244.87
586,France,Male,32,1,0.0,2,0,0,31635.99
582,France,Male,50,2,148942.0,1,1,1,116944.3
426,France,Female,34,3,0.0,2,1,1,61230.83
617,France,Male,54,6,102141.9,1,1,1,45325.26
466,Germany,Male,41,2,152102.18,2,1,0,181879.56
614,France,Male,50,4,137104.47,1,1,0,127166.49
487,Spain,Male,33,8,145729.71,1,1,0,41365.85
607,Spain,Female,62,8,108004.64,1,1,1,23386.77
554,Germany,Female,55,0,108477.27,1,0,1,140003.0
591,France,Male,24,6,147360.0,1,1,1,25310.82
759,France,Male,41,9,0.0,2,0,1,190294.12
500,France,Male,56,1,100374.58,1,1,0,118490.8
801,France,Male,42,6,0.0,2,1,1,95804.33
701,Spain,Female,30,2,0.0,2,1,0,115650.63
531,France,Female,63,1,114715.71,1,0,1,24506.95
650,Germany,Female,45,9,152367.21,3,1,0,150835.21
629,France,Male,40,9,0.0,1,1,0,106.67
644,Germany,Male,34,9,112746.54,2,0,0,141230.07
674,France,Male,37,3,0.0,1,1,0,158049.9
562,France,Female,51,1,124662.54,1,1,1,65390.46
501,Germany,Male,24,4,130806.42,2,1,0,80241.14
595,Germany,Female,26,8,118547.72,1,1,1,151192.18
597,France,Female,29,1,132144.35,1,1,0,158086.33
732,Spain,Female,67,1,0.0,2,1,1,177783.04
663,France,Male,67,9,0.0,3,1,1,72318.77
471,France,Female,27,4,0.0,2,1,0,122642.09
637,France,Male,33,0,132255.99,2,0,1,74588.41
578,France,Male,30,4,169462.09,1,1,0,112187.11
773,Spain,Male,63,9,111179.83,1,1,1,93091.02
671,Spain,Female,34,5,130929.02,4,1,1,28238.25
603,France,Male,31,1,129743.75,1,1,0,109145.2
758,France,Female,30,3,141581.08,1,1,0,156249.06
807,Germany,Male,47,1,171937.27,1,1,1,65636.92
658,France,Male,31,5,100082.14,1,0,1,49809.88
701,Spain,Male,35,10,159693.9,2,1,1,71173.64
695,France,Male,46,7,49512.55,1,1,0,133007.34
661,France,Male,35,9,100107.99,1,1,0,83949.68
653,France,Female,42,1,0.0,2,1,1,5768.32
650,Spain,Male,41,3,128808.65,3,0,0,113677.53
540,Germany,Male,44,3,164113.04,2,1,1,12120.79
581,France,Male,71,4,0.0,2,1,1,197562.08
628,Germany,Female,45,6,53667.44,1,1,0,115022.94
573,France,Male,40,7,147754.68,1,1,1,110454.46
650,Spain,Male,24,8,108881.73,1,1,0,104492.83
713,France,Male,44,1,63438.91,1,1,0,64375.4
730,Spain,Male,26,6,0.0,2,1,1,185808.7
615,France,Male,32,1,0.0,2,0,0,2139.25
491,Germany,Male,70,6,148745.92,2,1,1,17818.33
612,France,Female,63,2,126473.33,1,0,1,147545.65
632,France,Female,27,3,107375.82,1,1,1,62703.38
683,France,Male,30,8,110829.52,2,0,0,24938.84
645,France,Male,39,8,0.0,2,0,0,96864.36
601,France,Male,44,3,0.0,2,1,0,30607.11
850,Spain,Female,57,8,126776.3,2,1,1,132298.49
570,France,Female,61,6,142105.35,1,1,1,45214.04
632,Spain,Male,47,3,0.0,2,1,0,178822.32
682,France,Male,30,4,0.0,1,0,1,161465.31
613,Germany,Male,59,8,91415.76,1,0,0,27965.0
540,Germany,Male,39,1,82531.11,1,1,0,114092.52
468,France,Female,32,8,137649.47,1,0,0,198714.29
591,France,Male,33,9,131765.72,1,1,0,118782.06
850,Spain,Male,30,2,141040.01,1,1,1,5978.2
630,France,Female,40,7,0.0,2,1,1,34453.17
642,France,Female,39,4,0.0,1,1,1,76821.24
633,Germany,Male,29,6,117412.35,1,0,0,30338.94
763,Spain,Male,37,8,0.0,2,1,1,933.38
430,France,Female,60,7,73937.02,1,1,0,161937.62
695,Spain,Female,31,5,0.0,2,0,1,13998.88
741,France,Male,29,8,0.0,2,1,1,115994.52
504,Spain,Male,40,5,0.0,2,0,0,146703.36
760,France,Female,32,7,0.0,2,1,1,105969.05
727,Germany,Male,59,5,152581.06,1,1,0,71830.1
677,Spain,Female,25,8,130866.19,1,1,0,42410.21
527,France,Male,32,0,0.0,1,1,0,109523.88
611,Germany,Male,31,0,107884.81,2,1,1,183487.98
793,France,Female,33,0,0.0,1,0,0,175544.02
